,X Coor,Y Coor,Area
0,2.1914817363908137,6.184057008707391,0.14206794309480275
1,3.7494933760055926,8.831075043258979,0.07024466724553013
2,2.8261123946656577,4.177078387479115,0.09195285256489036
3,0.6123950669780475,8.570601949892229,0.10688272690118439
4,3.8370239149735434,3.407361506895548,0.11106410662599475
5,2.5731443153637725,7.059581849655656,0.1724500960303022
6,2.052014875312996,8.687170051448652,0.09850988294383409
7,1.7821554192454014,8.648605525749897,0.1359478174796228
8,1.6651470002529947,0.37611211183069737,0.13870467639126333
9,2.24760304921493,3.249023132806782,0.1873190714914241
10,2.8620342136700043,6.711350275782186,0.15136303616110183
11,4.612375150087643,5.319047493520617,0.14011663348582495
12,2.33570596236578,4.370320817037342,0.13777581277151438
13,2.149943168364297,3.822553524378443,0.14098994846713125
14,1.7197966254109984,8.480912118429346,0.15013833339221602
15,3.7258692048011888,6.188808479617093,0.14823510793230996
16,2.901598832783314,0.9224239050725013,0.1191523940034657
17,1.58917482814902,6.235329546780132,0.18707179239542404
18,2.4304982312518937,2.1705780805110106,0.13505533735891515
19,3.5339016984131586,3.5161326961536785,0.15656821390969342
20,2.9166923455172986,3.6026092417344193,0.18730193112834745
21,2.5814589010447953,8.771363679165134,0.12010263601643911
22,2.0303458304242925,9.317378729815012,0.1456474275116314
23,2.0501838348937746,8.646011026696133,0.11877848205227912
24,2.1418033773317706,1.1243627019060252,0.15627528498277807
25,3.566874946020668,8.745519239390914,0.14554442455653605
26,3.029822083510681,7.047888694337525,0.1695026814528389
27,4.064034361131783,7.453393696426521,0.1570484012611177
28,1.7971920736099483,3.7556976809611715,0.1259969420474331
29,2.787321096513367,2.639095068134539,0.1378180258809343
30,1.772172041612242,8.40811096203156,0.14807176799414745
31,2.245283152306951,9.00907132734346,0.14497374747328995
32,0.4276448407660862,8.420019393204017,0.12616807425337764
33,2.464475967795859,3.769170168576136,0.18131741420672223
34,3.332656662470897,9.616081832083486,0.12141822037119858
35,4.3195976269318095,9.240950853610798,0.1537462437770019
36,1.3417733461053938,9.624960757205304,0.12532904188386934
37,0.8610280768061653,9.36804537249362,0.13247661616271422
38,3.038802172443943,8.648473944536452,0.14172253082434136
39,2.8210187901043677,9.570317328885505,0.15210544152184383
40,2.975393036237635,6.926173880186174,0.12442749258670639
41,3.494511363885899,1.6594457479866642,0.20390032254842536
42,1.856525629954306,6.150237154824897,0.1631067483733201
43,4.819441118315745,4.1791517097453434,0.12956996287827374
44,1.931928692677104,7.536795501881056,0.09405331031455964
45,1.9064259625148572,4.093890467121868,0.15048861788021972
46,2.3594554931013665,4.1046950959259,0.17237326041902407
47,1.8457344846377115,9.342360237660799,0.1359897159774438
48,3.5583438120075876,9.704247528041494,0.16610492677474187
49,3.4418340950391313,9.49677217029635,0.17768938157839617
50,2.989200303285771,7.496517884018591,0.11421618950027812
51,2.9377081704720567,0.42054479918845256,0.1690244070714131
52,2.9508604131966525,6.604594152972949,0.12739494352943528
53,2.2375245771694803,9.361688124635654,0.18083292559747632
54,3.407510093143297,0.7100264167280189,0.08347783726244633
55,1.0422595882008758,4.803075066382675,0.12044463989117468
56,4.013554828671671,6.347296775875639,0.14583610668009742
57,0.8159628708698025,9.422981939381064,0.18972025390459069
58,3.4477304099664257,2.824893853917926,0.19104640733337241
59,4.1563132993963094,7.4783557925376325,0.12797340218433337
60,3.5512174638699183,5.598398606856751,0.1468538847720688
61,3.175822506522654,2.557866668935458,0.18760445374811188
62,2.659216511056001,1.7766373533210886,0.17779488824185627
63,1.7498972089242857,1.1978824851646344,0.12797685025811378
64,2.9428791875113705,3.4563318375763243,0.17934976130464014
65,2.4003279440129694,3.0998839532576334,0.12066514139062755
66,1.9943127657609885,9.892683946214238,0.16151090753577135
67,2.420127162866015,1.7895479746697966,0.18599487218366784
68,3.967028583390931,6.980846225623974,0.14178628386220277
69,3.2065991050488285,6.885388653864757,0.16394336922355499
70,1.6129214500775746,3.1480993267830115,0.20027730843134833
71,3.7528755524634327,8.450172340090385,0.12624867985859883
72,4.471304505359966,4.0224930773529195,0.11163143470682418
73,2.2307786521527557,1.2662799692659032,0.10119470188488916
74,3.568974862051001,0.0,0.1392859992235951
75,2.4992463683364434,6.58905137463118,0.1535820966180593
76,3.0360305453597505,3.7050990937159236,0.15644807152451476
77,3.244750575999904,6.664994553858479,0.1623021803345197
78,3.394904672967376,2.640547528826973,0.21761200395253136
79,1.2130000913707069,9.053790082961278,0.12308586122714966
80,4.084291670575969,1.6219444196938706,0.15176519621074452
81,3.67197945478258,5.181769408048728,0.1523738772078698
82,1.6032956127041462,6.126770241101349,0.18000382170932502
83,2.407345739453829,6.787161509812675,0.15454208957076962
84,4.405330800573609,3.455267738466361,0.1653041259206825
85,1.1381245653266086,2.8807088993573107,0.1857119787182849
86,2.789722376983923,6.070959670268565,0.16477596780172188
87,2.990472441230329,8.737660771730386,0.16276798392950298
88,0.7664583087085902,7.981555104799964,0.10956775199676436
89,3.0516176543110243,6.125958304686333,0.0711576371337238
90,3.676333024059831,2.724788457105097,0.14975049567367893
91,4.182635674206409,2.3169292310013985,0.21276911262862336
92,2.178583977148574,4.874250524864881,0.19181922282091673
93,3.7855089245298763,9.174893887841787,0.21039093291235797
94,2.2482915471137934,3.4888373042148544,0.10968539088088905
95,3.1921298802884985,6.381904257537242,0.17354125177569113
96,2.4433702825301316,6.585448854143456,0.16834665113465086
97,4.084940601447448,7.951883177626532,0.190208247406474
